,viaje_id,persona_id,num_viaje,delegacion_origen,hora_inicio,minuto_inicio,hora_termino,minuto_termino,delegacion_destino,automovil_num_veces,colectivo_micro_num_veces,taxi_app_num_veces,taxi_num_veces,metro_num_veces,autobus_rtp_num_veces,bicicleta_num_veces,autobus_num_veces,moto_num_veces,trolebus_num_veces,metrobus_mexibus_num_veces,tren_ligero_num_veces,tren_suburbano_num_veces,camino_num_veces,mexicable_num_veces,bicitaxi_num_veces,mototaxi_num_veces,transporte_escolar_num_veces,transporte_personal_num_veces,otro_num_veces,personas_inicio_viaje,horas_estacionamiento,minutos_estacionamiento,pago_estacionamiento_cantidad,num_paradas_10_min,factor,unidad_primaria_muestreo,estrato_diseno_muestral,edad,dia_viaje descrip,tipo_lugar_origen descrip,entidad_origen descrip,distrito_origen descrip,tipo_lugar_destino descrip,entidad_destino descrip,distrito_destino descrip,proposito descrip,automovil descrip,colectivo_micro descrip,taxi_app descrip,taxi descrip,metro descrip,autobus_rtp descrip,bicicleta descrip,autobus descrip,moto descrip,trolebus descrip,metrobus_mexibus descrip,tren_ligero descrip,tren_suburbano descrip,camino descrip,mexicable descrip,bicitaxi descrip,mototaxi descrip,transporte_escolar descrip,transporte_personal descrip,otro descrip,condujo descrip,lugar_estacionamiento descrip,pago_estacionamiento descrip,pago_usted descrip,holograma_automovil descrip,paradas_recoger_alguien descrip,paradas_gasolinera descrip,paradas_cajero descrip,paradas_compra_rapida descrip,paradas_convivencia_breve descrip,paradas_descanso descrip,paradas_tramite_rapido descrip,paradas_otro_motivo descrip,estrato_sociodemografico descrip,tamano_localidad descrip,sexo descrip
307,3244,1388,2,15,11,10,11,30,15,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,0,208,95,50,41,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Cochera propia,,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Hombre
308,3245,1389,1,15,7,35,7,45,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,43,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Escuela,Ciudad de México,Buenavista-Reforma,Llevar o recoger a alguien,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
309,3246,1389,2,15,7,50,8,20,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,43,Viaje realizado entre semana (Sección V),Escuela,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,Buenavista-Reforma,Ir al trabajo,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
310,3247,1389,3,15,18,0,18,30,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,1,208,95,50,43,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No,,,,,Sí,No,No,No,No,No,No,No,Alto,"Localidades mayores de 100,000 habitantes",Mujer
311,3248,1389,1,15,12,0,12,15,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,208,95,50,43,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,"Comercio, mercado, tienda o centro comercial",Ciudad de México,Buenavista-Reforma,Ir de compras (bienes y servicios),No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
312,3249,1389,2,15,13,0,13,15,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,208,95,50,43,Viaje realizado en sábado (Sección VI),"Comercio, mercado, tienda o centro comercial",Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
313,3250,1390,1,15,7,35,7,45,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,12,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Escuela,Ciudad de México,Buenavista-Reforma,Ir a estudiar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Hombre
314,3251,1390,2,15,18,50,19,0,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,12,Viaje realizado entre semana (Sección V),Escuela,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Hombre
315,3252,1390,1,15,9,30,9,50,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,12,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,,Ir a estudiar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Hombre
316,3253,1390,2,15,11,10,11,30,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,12,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Hombre
317,3254,1391,1,15,7,35,7,45,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,8,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Escuela,Ciudad de México,Buenavista-Reforma,Ir a estudiar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
318,3255,1391,2,15,18,50,19,0,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,8,Viaje realizado entre semana (Sección V),Escuela,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
319,3256,1391,1,15,9,30,9,50,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,8,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,,Ir a estudiar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
320,3257,1391,2,15,11,10,11,30,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,208,95,50,8,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
321,3258,1393,1,15,7,30,8,0,15,1.0,,,,,,,,,,,,,,,,,,,,1.0,7.0,30.0,,1,208,95,50,32,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,Buenavista-Reforma,Ir al trabajo,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Est. privado,No,,Holograma doble cero,Sí,No,No,No,No,No,No,No,Alto,"Localidades mayores de 100,000 habitantes",Mujer
322,3259,1393,2,15,15,0,15,25,15,1.0,,,,,,,,,,,,,,,,,,,,1.0,16.0,30.0,1200.0,0,208,95,50,32,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Est. público,Sí,por mes,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
323,3260,1393,1,15,10,10,10,20,16,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,50.0,0,208,95,50,32,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,"Restaurante, bar, cafetería",Ciudad de México,Chapultepec-Polanco,"Convivir a(amigos o familiares), deportes o recreación",Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Vía pública,Sí,por hora,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
324,3261,1393,2,16,12,0,12,15,15,1.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,45.0,,0,208,95,50,32,Viaje realizado en sábado (Sección VI),"Restaurante, bar, cafetería",Ciudad de México,Chapultepec-Polanco,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Est. privado,No,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
325,3262,1393,3,15,17,0,17,20,15,1.0,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,28.0,0,208,95,50,32,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,"Comercio, mercado, tienda o centro comercial",Ciudad de México,Buenavista-Reforma,Ir de compras (bienes y servicios),Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Est. privado,Sí,por hora,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
326,3263,1394,1,15,9,0,9,45,16,1.0,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,,0,208,95,50,40,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,,Ir al trabajo,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Est. privado,No,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
327,3264,1394,2,16,20,0,21,30,15,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,40.0,,0,208,95,50,40,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,,Otra vivienda,Ciudad de México,Buenavista-Reforma,"Convivir a(amigos o familiares), deportes o recreación",Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Vía pública,No,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
328,3265,1394,3,15,23,0,23,10,15,1.0,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,,0,208,95,50,40,Viaje realizado entre semana (Sección V),Otra vivienda,Ciudad de México,Buenavista-Reforma,Otra vivienda,Ciudad de México,Buenavista-Reforma,Llevar o recoger a alguien,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Vía pública,No,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
329,3266,1394,4,15,23,20,23,25,15,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0,208,95,50,40,Viaje realizado entre semana (Sección V),Otra vivienda,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Cochera propia,,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
330,3267,1394,1,15,8,0,10,0,140,1.0,,,,,,,,,,,,,,,,,,,,4.0,14.0,0.0,,0,208,95,50,40,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Otra vivienda,Puebla,Fuera de la ZMVM,"Convivir a(amigos o familiares), deportes o recreación",Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Vía pública,No,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Mujer
331,3268,1395,1,15,8,0,8,45,5,1.0,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,,0,208,95,50,37,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,La Villa,Ir al trabajo,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Est. privado,No,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Hombre
332,3269,1395,2,5,18,0,19,0,15,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0,208,95,50,37,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,La Villa,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Cochera propia,,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Hombre
333,3270,1395,1,15,8,0,10,0,140,1.0,,,,,,,,,,,,,,,,,,,,4.0,14.0,0.0,,0,208,95,50,37,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Otra vivienda,Puebla,Fuera de la ZMVM,"Convivir a(amigos o familiares), deportes o recreación",Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Vía pública,No,,Holograma doble cero,,,,,,,,,Alto,"Localidades mayores de 100,000 habitantes",Hombre
334,3271,1396,1,15,11,0,11,25,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,56,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Bases o estaciones de transporte público,Ciudad de México,Buenavista-Reforma,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
335,3272,1396,2,15,11,35,12,0,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,56,Viaje realizado entre semana (Sección V),Bases o estaciones de transporte público,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
336,3273,1396,1,15,10,50,11,15,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,56,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Bases o estaciones de transporte público,Ciudad de México,Buenavista-Reforma,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
337,3274,1396,2,15,11,30,11,55,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,56,Viaje realizado en sábado (Sección VI),Bases o estaciones de transporte público,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
338,3275,1397,1,15,11,30,12,30,7,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,0,74,96,40,48,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Fábrica o taller,Ciudad de México,,Ir al trabajo,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
339,3276,1398,1,15,12,0,13,0,15,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1,74,96,40,54,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Otra vivienda,Ciudad de México,,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,Sí,No,No,No,No,No,No,No,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
340,3277,1398,2,15,18,0,19,10,15,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,1,74,96,40,54,Viaje realizado entre semana (Sección V),Otra vivienda,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,Sí,No,No,No,No,No,No,No,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
341,3278,1399,1,15,7,25,7,50,15,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,40,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,,Ir al trabajo,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
342,3279,1399,2,15,18,0,18,25,15,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,40,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
343,3280,1400,1,15,7,25,7,50,15,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,44,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,,Ir al trabajo,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
344,3281,1400,2,15,18,0,18,25,15,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,44,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
345,3282,1401,1,15,8,45,9,0,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,24,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Escuela,Ciudad de México,Buenavista-Reforma,Ir a estudiar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
346,3283,1401,2,15,14,0,14,15,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,24,Viaje realizado entre semana (Sección V),Escuela,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
347,3284,1401,1,15,11,5,13,15,57,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,0,74,96,40,24,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Otra vivienda,México,Distrito no especificado dentro de la ZMVM,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
348,3285,1403,1,15,12,0,13,20,24,,1.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,,0,74,96,40,26,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,"Hospital, clínica, consultorio, laboratorio clínico",México,Distrito no especificado dentro de la ZMVM,Ir al trabajo,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,Utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
